#NWS FLOOD STAGES with USGS ID'S
#Tediously Assembled By: Warren Pettee (Github: WEP11, Twitter: @wpettee)
#Probably by no means complete?

NWS ID, USGS ID, Action, Minor, Moderate, Major, Stage Units, Site Name, State
DLLO3, 14203500,16,17.5,nan,19.5,ft,Dilley,OR
DEEO3, 14312200,8,10,13,15,ft,Roseburg,OR
DEBO3, 14070500,nan,nan,nan,nan,ft,Bend,OR
CORO3, 14171600,26,30,33,36,ft,Corvallis,OR
COQO3, 14327055,20,21,23,25,ft,Coquille,OR
COGO3, 14308990,nan,nan,nan,nan,ft,Azalea,OR
COCO3, 14211010,38,39,nan,46,ft,Oregon City,OR
CHTO3, 14400000,18.5,nan,nan,nan,ft,Brookings,OR
CDWI1, 13211205,nan,nan,nan,nan,ft,Caldwell,ID
CANO3, 14200000,20,23,nan,25,ft,Canby,OR
BTYO3, 11497500,7.5,8.5,11,12,ft,Beatty,OR
BEUO3, 13217500,nan,nan,nan,nan,ft,Beulah,OR
BENO3, 14064500,nan,nan,nan,nan,ft,Benham Falls,OR
BEAO3, 14303600,16,18,nan,21,ft,Beaver,OR
AZAO3, 14309000,8,nan,nan,nan,ft,Azalea,OR
AURO3, 14202000,21,22,26,29,ft,Aurora,OR
ARWO3, 14369500,12,13,15,18,ft,Wilderville,OR
APRO3, 14366000,12,13,15,17,ft,Applegate,OR
APLO3, 14361900,nan,nan,nan,nan,ft,Applegate Reservoir,OR
ALBO3, 14174000,21.6,25,30,32,ft,Albany,OR
AGNO3, 14372300,14,17,42,49,ft,Agness,OR
ZLPP1, 03106000,8,10,14,18,ft,Zelienople,PA
YVLP1, 03015500,nan,nan,nan,nan,ft,Youngsville,PA
YRCP1, 01575500,nan,nan,nan,nan,ft,York,PA
WVYN6, 01515000,12,13,16,20,ft,Waverly,NY
WURP1, 03106500,7,9,14,18,ft,Wurtemburg,PA
WTVP1, 01549700Q,nan,nan,nan,nan,ft,Waterville,PA
WRRP1, 03015310,12,14,15,17,ft,Warren,PA
WPSP1, 01514850,nan,nan,nan,nan,ft,Windham Center,PA
WPMP1, 03105500,nan,21,23,29,ft,Wampum,PA
WNTP1, 01451000,7.5,8,12,16,ft,Walnutport,PA
WLTP1, 03074500,nan,nan,nan,nan,ft,Waltersburg,PA
WILP1, 01551500,10,20,21,30,ft,Williamsport,PA
WIBP1, 01556000,9,12,13,15,ft,Williamsburg,PA
WHTP1, 01447800,7,8,9,9.8,ft,White Haven,PA
WHRP1, 01543700,nan,nan,nan,nan,ft,Wharton,PA
WHKP1, 03016000,10.7,14,16,17,ft,West Hickory,PA
WFDP1, 01518862,nan,nan,nan,nan,ft,Westfield,PA
WESP1, 01545000,nan,nan,nan,nan,ft,Westport,PA
WCXP1, 03028000,nan,nan,nan,nan,ft,Wilcox,PA
WCCP1, 01593825,nan,nan,nan,nan,ft,East Berlin,PA
WBRP1, 01536500,10,22,28,30,ft,Wilkes Barre,PA
WASN4, 01462500,12,16,19,22,ft,Washington Crossing,NJ
WARP1, 01543693,nan,nan,nan,nan,ft,Wharton Township,PA
WAPP1, 01538000,nan,nan,nan,nan,ft,Wapwallopen,PA
WANP1, 01619000,5.5,6.5,10,12,ft,Waynesboro,MD
VGFP1, 03048500,19.3,25,27,28,ft,Vandergrift,PA
UTCP1, 03024000,nan,nan,nan,nan,ft,Utica,PA
URSP1, 03080000,3.7,5,nan,nan,ft,Ursina,PA
UNBP1, 015765185,nan,nan,nan,nan,ft,Willow Street,PA
UCTP1, 03021518,nan,1277.7,nan,nan,ft,Union City Lake,PA
UCDP1, 03021520,nan,10.2,nan,nan,ft,Union City Dam,PA
TULP1, 01471000,9,10.5,12,14,ft,Reading,PA
TTKP1, 03084800,4.5,6,9,11,ft,Turtle Creek,PA
TRNP1, 03102850,nan,nan,nan,nan,ft,Transfer,PA
TRLP1, 01550000,nan,nan,nan,nan,ft,Trout Run (Camp Susque),PA
TREN4, 01463500,17,20,23,25,ft,Trenton,NJ
TOWP1, 01531500,14,16,18,25.1,ft,Towanda,PA
TNKP1, 01534000,9,11,14,17,ft,Tunkhannock,PA
TKSN4, 01440200,20,21,23,25,ft,Tocks Island,NJ
TGRP1, 01518000,nan,nan,nan,nan,ft,Tioga,PA
TGJP1, 01518700,13,15,17,20,ft,Tioga Junction,PA
TCFP1, 01531908,nan,nan,nan,nan,ft,Franklindale,PA
SXTP1, 01562000,14,17,19,22,ft,Saxton,PA
SWVP1, 01472810,7,8,10,12,ft,Shwenksville,PA
SWDP1, 03041500,8.8,12,14,16,ft,Seward,PA
SUCP1, 01531325,nan,nan,nan,nan,ft,West Burlington,PA
STSP1, 03083500,14.9,20,21,23,ft,Sutersville,PA
STKN4, 01461500,17,18,20,24,ft,Stockton,NJ
STIP1, 01534180,1621,nan,nan,nan,ft,Stillwater Dam,PA
SRRP1, 01543000,nan,nan,nan,nan,ft,Sterling Run,PA
SRMP1, 01548303,nan,nan,nan,nan,ft,Marsh Creek,PA
SPKP1, 01558000,6,8,10,14,ft,Spruce Creek,PA
SONP1, 01552500,5,nan,nan,nan,ft,Sonestown,PA
SNPP1, 03072000,10,12,nan,nan,ft,Shannopin,PA
SNNP1, 01543500,13,17,19,21,ft,Sinnemahoning,PA
SNCP1, 03032500,14.1,17,20,22,ft,St Charles,PA
SMDP1, 01568000,5,9,11,16,ft,Shermans Dale,PA
SLYP1, 01564512,8,10,12,20,ft,Shirleysburg,PA
SKVP1, 01478245,9,9.5,11,12,ft,Strickersville,PA
SHOP1, 01439500,5,6,7,8,ft,Shoemakers,PA
SHNP1, 03010655,nan,nan,nan,nan,ft,Shinglehouse,PA
SGVP1, 1574500,nan,nan,nan,nan,ft,Spring Grove,PA
SFFP1, 01544000,nan,nan,nan,nan,ft,Sinnemahoning,PA
SBYP1, 01554000,20,24,26,34,ft,Sunbury,PA
RTBP1, 01563200,nan,nan,nan,nan,ft,Huntingdon at Raystown Lake - Below Dam,PA
RSSP1, 03015000,7,9,10,10.5,ft,Russell,PA
ROWP1, 01432110,nan,nan,nan,nan,ft,Rowland,PA
ROVP1, 01545500,12,16,18,22,ft,Renovo,PA
RONP1, 01576767,nan,nan,nan,nan,ft,Ronks,PA
RNOP1, 01545600,nan,nan,nan,nan,ft,Renovo,PA
RGLN4, 01457500,15,22,26,30,ft,Riegelsville,NJ
REEP1, 01565000,nan,nan,nan,nan,ft,Reedsville,PA
RDYP1, 03029000,11,16,18,20,ft,Ridgway,PA
RDRP1, 01471510,14.5,15.5,18,22,ft,Reading,PA
RASP1, 03026500,nan,nan,nan,nan,ft,Rasselas,PA
QCBP1, 01573160,nan,nan,nan,nan,ft,Bellegrove,PA
PXSP1, 03034000,nan,nan,nan,nan,ft,Punxsutawney,PA
PURP1, 01595585,nan,nan,nan,nan,ft,Peasureville,PA
PTTP1, 03085152,18,25,27,28.5,ft,Pittsburgh,PA
PTNP1, 01472000,11,12.5,18,22,ft,Pottstown,PA
PRVP1, 03106300,4.6,6,8,9,ft,Portersville,PA
PRRP1, 01449800,4.5,5.5,6,7,ft,Beltzville Lake at Parryville,PA
PRMP1, 01429000,1205,nan,nan,nan,ft,Prompton,PA
PORP1, 01566000,nan,10,nan,nan,ft,Port Royal,PA
PNDP1, 03030500,nan,nan,nan,nan,ft,Piney Dam  Tailwater,PA
PNCP1, 01555000,6,8,10,12,ft,Penns Creek,PA
PMTP1, 01428900,nan,nan,nan,nan,ft,Prompton Lake Dam,PA
PLLP1, 01467048,nan,7,9,11,ft,Philadelphia,PA
PKIP1, 01534860,6,7.5,8,9.5,ft,Parker St Bridge,PA
PEPP1, 01465200,nan,nan,nan,nan,ft,Penns Park,PA
PARP1, 03031500,13.9,20,23,26,ft,Parker,PA
PALP1, 03007800,nan,nan,nan,nan,ft,Port Allegheny,PA
PADP1, 01474500,10,11,13,15.5,ft,Philadelphia,PA
OPLP1, 03081500,10,20,22,25,ft,Ohiopyle,PA
OFRP1, 01536000,7,11,13,16,ft,Old Forge,PA
OAKM2, 03075500,nan,nan,nan,nan,ft,Oakland,MD
NRSP1, 01473500,12,13,17,19,ft,Norristown,PA
NPTP1, 01567000,17,22,25,30,ft,Newport,PA
NHPP1, 01462000,12,13,15,16,ft,New Hope-Lambertville Bridge,PA
NEEP1, 01613050,nan,nan,nan,nan,ft,Needmore,PA
NBSP1, 01531250,nan,nan,nan,nan,ft,Columbia Crossroads,PA
NATP1, 03049500,17.2,21,24,26,ft,Natrona Lock and Dam,PA
MYLP1, 015765195,nan,nan,nan,nan,ft,Mylin Corners,PA
MUCP1, 01577500,nan,nan,nan,nan,ft,Castle Fin,PA
MTMP1, 01434000,16,18,24,27,ft,Matamoras/Port Jervis,PA
MTLP1, 01573600,10,11,15,18,ft,Middletown,PA
MTKP1, 01571184,nan,nan,nan,nan,ft,Pine Grove Furnace,PA
MTGN4, 01438500,23,25,28,33,ft,Montague,NJ
MSCP1, 01547100,nan,nan,nan,nan,ft,Milesburg,PA
MSBP1, 01547200,nan,nan,nan,nan,ft,Milesburg,PA
MRTP1, 01576000,44,49,52,54,ft,Marietta,PA
MPLP1, 01563500,15,20,24,26,ft,Mapleton Depot,PA
MORW2, 03062450,15.9,22,26,27,ft,Morgantown Lock and Dam,WV
MONP1, 01532000,12,15.5,17,18.5,ft,Monroeton,PA
MODP1, 01480617,7.5,9,10,12,ft,Modena,PA
MNYP1, 01553005,13,nan,nan,nan,ft,Muncy Creek,PA
MNTP1, 01547950,nan,nan,nan,nan,ft,Monument,PA
MNSP1, 01442500,8,10,12,15,ft,Minisink Hills,PA
MHPP1, 01533400,25,27,31,40,ft,Meshoppen,PA
MFGP1, 01576787,nan,nan,nan,nan,ft,Martic Forge,PA
MFFP1, 03108000,10.4,13,nan,nan,ft,Moffatts Mill,PA
MFDP1, 01516350,9,12,13,14,ft,Mansfield,PA
MEDP1, 03023100,11,14,16,17,ft,Meadville,PA
MCRP1, 03034500,nan,nan,nan,nan,ft,McCormick,PA
MBYP1, 01518420,nan,nan,nan,nan,ft,Catlin Hollow at Middlebury Center,PA
MBGP1, 01516500,nan,nan,nan,nan,ft,Mainesburg,PA
MANP1, 01574000,nan,nan,nan,nan,ft,Manchester,PA
MAKP1, 03079000,9,9,nan,nan,ft,Markleton,PA
LYVP1, 01567500,nan,nan,nan,nan,ft,Loysville,PA
LYCP1, 01550500,nan,nan,nan,nan,ft,Williamsport,PA
LWVP1, 01520000,11,13,14,17,ft,Lawrenceville,PA
LWSP1, 01564895,18,23,27,28,ft,Lewistown,PA
LWBP1, 01553500,14,18,23,28,ft,Lewisburg,PA
LOYP1, 01552000,9,12,13,14,ft,Loyalsockvile,PA
LNCP1, 01576500,9,11,13,15,ft,Lancaster,PA
LLDP1, 03071600,nan,nan,nan,nan,ft,Lake Lynn,PA
LHVP1, 01545800,17,21,23,25,ft,Lock Haven,PA
LHTP1, 01449000,9,10,12,14,ft,Lehighton,PA
LHDP1, 03047000,nan,5.5,nan,nan,ft,Loyalhanna Dam Tail Water,PA
LGVP1, 01468500,7,8,12,14,ft,Landingville,PA
LFBP1, 01539700,nan,nan,nan,nan,ft,Bloomsburg,PA
KTTP1, 03036500,17,21,22,23,ft,Kittanning Lock and Dam,PA
KNSP1, 01479820,6.5,nan,nan,nan,ft,Kennett Square,PA
KINP1, 03045000,13,17,18,20,ft,Kingston,PA
KARP1, 01542500,16,19,22,24,ft,Karthaus,PA
JRSP1, 01549760,23,26,28,29,ft,Jersey Shore,PA
JOSP1, 03042000,12.4,16.5,nan,nan,ft,Josephine,PA
JHSP1, 03041029,23,28,30,34,ft,Johnstown,PA
JHNP1, 03028500,5,7,9,10,ft,Johnsonburg,PA
JFRP1, 03073000,13.5,17,21,23,ft,Jefferson,PA
ILTP1, 01553240,16,19,22,25,ft,West Milton,PA
IDAP1, 03038000,9,12.5,nan,nan,ft,Idaho,PA
HYEP1, 01541303,nan,nan,nan,nan,ft,Hyde,PA
HWYP1, 01431500,9,11,12,20,ft,Hawley,PA
HUJP1, 01559000,9,12,13,15,ft,Huntingdon,PA
HTVP1, 01573000,7,9,12,15,ft,Harper Tavern,PA
HOYM2, 03076600,nan,nan,nan,nan,ft,Hoyes,MD
HOUP1, 01546400,5,nan,nan,nan,ft,Houserville,PA
HONP1, 01430000,9,10.5,nan,nan,ft,Honesdale,PA
HNEP1, 01429500,6.5,7,8,9,ft,Honesdale,PA
HNBP1, 01480300,6,7,9,11,ft,Honeybrook,PA
HMRP1, 03042280,6.6,8,nan,nan,ft,Homer City,PA
HLGP1, 01472199,4,5,6,8,ft,Hillegass,PA
HLEN6, 01426500,9,11,13,15,ft,Hale Eddy,NY
HGSP1, 01570000,6,8,10,12,ft,Hogestown,PA
HERP1, 01573560,6,7,10,14,ft,Hershey,PA
HEIP1, 01573849,nan,nan,nan,nan,ft,Heidlersburg,PA
HARP1, 01570500,11,17,20,23,ft,Harrisburg,PA
GYLP1, 03072655,15,21,25,27,ft,Grays Landing Lock and Dam,PA
GUFP1, 03011800,nan,nan,nan,nan,ft,Guffey,PA
GTYP1, 03049819,8,11,14,18,ft,Girty's Run,PA
GRCP1, 03042500,7.1,9,19,22,ft,Graceton,PA
GRAP1, 01473000,9,11,13,16,ft,Graterford,PA
GNVP1, 03102500,nan,nan,nan,nan,ft,Greenville,PA
GLWP1, 01571005,nan,nan,nan,nan,ft,Glenwood,PA
GLDP1, 01454700,16,19,20,21,ft,Glendon,PA
GDDP1, 01541340,1435,nan,nan,nan,ft,Glendale Lake,PA
FRPP1, 03049000,nan,nan,nan,nan,ft,Freeport,PA
FRKP1, 03025500,13,17,19,21,ft,Franklin,PA
FREN4, 01458500,14,16,18,20,ft,Frenchtown,NJ
FDLP1, 03040000,15,19,22,25,ft,Ferndale,PA
FCYP1, 01534300,nan,nan,nan,nan,ft,Forest City,PA
FCRP1, 01467087,6,7,8,10,ft,Philadelphia,PA
FCKP1, 01539000,nan,nan,nan,nan,ft,Bloomsburg,PA
FCBP1, 01540000,nan,nan,nan,nan,ft,Bloomsburg,PA
FALP1, 01573710,nan,nan,nan,nan,ft,Falmouth,PA
ETNP1, 03049800,nan,9,12,14,ft,Etna,PA
ESTN4, 01446995,20,22,26,30,ft,Easton,PA
EPMP1, 01542810,nan,nan,nan,nan,ft,Emporium,PA
ENGP1, 01549500,nan,nan,nan,nan,ft,English Center,PA
EMXP1, 03085734,nan,nan,nan,nan,ft,Emsworth L/d  Pool,PA
EMSP1, 03085734,nan,nan,nan,nan,ft,Emsworth Lock and Dam,PA
ELZP1, 03075070,16.5,20,23,26,ft,Elizabeth Lock and Dam,PA
ELRP1, 03010500,17,23,25,27,ft,Eldred,PA
ELKP1, 01519200,nan,nan,nan,nan,ft,Elkland,PA
EGRP1, 01472198,3,4,7,9,ft,East Greenville,PA
ECMP1, 03041000,22,25,27,28,ft,East Conemaugh,PA
EBRP1, 03027000,nan,nan,nan,nan,ft,Glen Hazel,PA
DWNP1, 01480870,6,7,9,11,ft,Downingtown,PA
DUBP1, 03031624,nan,nan,nan,nan,ft,Dubois,PA
DSHP1, 03086000,19.4,25,29,32,ft,Dashields Lock and Dam,PA
DQHP1, 03085213,nan,nan,nan,nan,ft,Duquesne Heights,PA
DMLP1, 01541500,nan,13,nan,nan,ft,Dimeling,PA
DANP1, 01540500,15,20,23,30,ft,Danville,PA
DALP1, 01555500,nan,nan,nan,nan,ft,Dalmatia,PA
CRVP1, 01541200,nan,nan,nan,nan,ft,Curwensville,PA
CRFP1, 01544500,nan,nan,nan,nan,ft,Cross Fork,PA
CPHP1, 01571500,6,7,9,13,ft,Camp Hill,PA
COTP1, 01480500,6,7,9,11,ft,Coatesville,PA
COKP1, 03029500,10.5,13,15,17,ft,Cooksburg,PA
CNFP1, 03081000,7,12,14,17,ft,Confluence,PA
CMGN6, 01531000,12,16,20,24,ft,Chemung,NY
CLLP1, 03082500,9,12,16,18,ft,Connellsville,PA
CKLN6, 01503000,8,12,15,20,ft,Conklin,NY
CHSP1, 01477000,7,8,10,14,ft,Chester,PA
CHOP1, 01513550,nan,nan,nan,nan,ft,Choconut,PA
CEDP1, 01548500,7,12,13,15,ft,Cedar Run,PA
CDFP1, 01481000,8,9,11,13,ft,Chadds Ford,PA
CCRN6, 01427510,9,12,13,14.8,ft,Callicoon,NY
CCPP1, 01553850,nan,nan,nan,nan,ft,Potts Grove,PA
CCBP1, 01573695,nan,nan,nan,nan,ft,Bellarie,PA
CARP1, 03085500,14,20,21,23,ft,Carnegie,PA
BWRP1, 01541000,nan,nan,nan,nan,ft,Bower (Mahaffey),PA
BVDN4, 01446500,18.5,22,24,25,ft,Belvidere,NJ
BSRP1, 01576516,nan,nan,nan,nan,ft,Willow Street,PA
BSCP1, 01569460,nan,nan,nan,nan,ft,Big Spring,PA
BRYN6, 01428500,15,17,22,26,ft,Barryville,NY
BREP1, 01470500,10,12,14,16,ft,Berne,PA
BRCM2, 03076600,nan,nan,nan,nan,ft,Friendsville,MD
BRAP1, 03010955,nan,nan,nan,nan,ft,South Bradford,PA
BNDP1, 01547700,nan,nan,nan,nan,ft,Blanchard,PA
BMRP1, 01470960,nan,nan,nan,nan,ft,Blue Marsh Dam,PA
BMBP1, 01538700,16,19,22,28,ft,Bloomsburg,PA
BLDP1, 01557500,nan,nan,nan,nan,ft,Tyrone,PA
BETP1, 01453000,12,16,20,22,ft,Bethlehem,PA
BELP1, 01560000,nan,8,nan,nan,ft,Belden,PA
BEDP1, 01559790,nan,nan,nan,nan,ft,Wolfsburg,PA
BECP1, 01548005,10,11,13,14,ft,Beech Creek Station,PA
BEAP1, 03107500,12,15,17,19,ft,Beaver Falls,PA
BDDP1, 03085000,18.2,22,23,24,ft,Braddock Lock and Dam,PA
BCHP1, 01547500,nan,nan,nan,nan,ft,Blanchard,PA
AYLP1, 01534490,1764,nan,nan,nan,ft,Jermyn,PA
AXEP1, 01546500,nan,nan,nan,nan,ft,Axemann,PA
AUGP1, 01564500,nan,nan,nan,nan,ft,Three Springs,PA
ARHP1, 01534500,6.2,8,9,10,ft,Archbald,PA
APAP1, 01451650,6,8,10,12,ft,Allentown,PA
ALWP1, 01553025,nan,nan,nan,nan,ft,Allenwood,PA
ALNP1, 01452000,6,8,10,11,ft,Allentown,PA
ALLP1, 01451500,5,6,8,10,ft,Allentown,PA
ALKP1, 01440400,7,8,9,11,ft,Analomink,PA
ALDP1, 01428750,5.5,6.5,7.5,8.5,ft,Aldenville,PA
ACMP1, 03049640,15,17,20,23,ft,C.W. Bill Young Lock and Dam,PA
ABRW2, 03070260,24,27,30,32,ft,Albright,WV
WSTR1, 01118500,6,7,9,11,ft,Westerly,RI
WOOR1, 01112500,8,9,12,16,ft,Woonsocket,RI
WODR1, 01117500,4.5,5,6.5,8,ft,Wood River Junction,RI
PHBC3, 01118300,nan,nan,nan,nan,ft,Clarks Falls,CT
HOPR1, 01118000,4.5,5,7,9,ft,Hope Valley,RI
CRAR1, 01116500,8,9,11,13,ft,Cranston,RI
CENR1, 01114500,5,5.5,6.5,7.5,ft,Centerdale,RI
WSHS1, 02163500,40,42,44,46,ft,WARE SHOALS,SC
WRLS1, 021650905,25,30,35,40,ft,Waterloo,SC
WPIS1, 021108125,nan,nan,nan,nan,ft,Pawleys Island,SC
WODS1, 02160390,12,18.5,24,28,ft,Woodruff,SC
WLSS1, 02163001,21,22,24,29,ft,WILLIAMSTON,SC
WHMS1, 02160700,23,25,28,32,ft,Whitmire,SC
WCCS1, 021473428,7.5,9,18,20,ft,Rock Hill,SC
TYGS1, 02157470,8,10.5,16,19,ft,Gramling,SC
TOLS1, 021473426,10,11,15,20,ft,Rock Hill,SC
THYS1, 02153700,10,15,20,22,ft,Gaffney,SC
SUGS1, 02146800,26,27,34,40,ft,Fort Mill,SC
STRS1, 02187910,19,20,25,30,ft,Starr,SC
STPS1, 02171645,nan,nan,nan,nan,ft,Rediversion Canal near St. Stephen,SC
SSRS1, 02162290,8,9,14,18,ft,CLEVELAND,SC
SSNS1, 02171905,nan,nan,nan,nan,ft,McClellanville,SC
SOCS1, 02110725,nan,nan,nan,nan,ft,Aiw At Hwy 544 At Socastee,SC
SMHS1, 02162093,8.5,9,10,17,ft,North Main St Columbia,SC
SLTS1, 021623975,10,12,15,20,ft,Highway 11,SC
SIMS1, 02164110,16,20,26,30,ft,Highway 418,SC
SILS1, 02167450,10,11,20,30,ft,Silver Street,SC
RHIS1, 02146000,13,15,25,30,ft,Rock Hill,SC
RBWS1, 02169506,3,7.2,8,11,ft,Whaley Street,SC
RBDS1, 02188100,477,485,499,505,ft,Savannah River,SC
PROS1, 02167582,10,11,22,24,ft,Prosperity,SC
PNVS1, 02171000,76,77,77.1,77.5,ft,Lake Marion,SC
PNVN7, 02146381,17,18,22,31,ft,NC 51 nr Pineville,NC
PINS1, 02172000,nan,nan,nan,nan,ft,Pinopolis Dam,SC
PELS1, 02160326,10.7,11,14,16,ft,Pelham,SC
PDES1, 02131000,18,19,23,28,ft,Pee Dee,SC
PDBS1, 02135200,nan,nan,nan,nan,ft,Bucksport,SC
PASS1, 02160990,266,267,270,272,ft,Parr Reservoir,SC
ORBS1, 02173500,7,8,10,11.5,ft,Orangeburg,SC
NSNS1, 02171800,nan,nan,nan,nan,ft,North Santee,SC
NNRS1, 02153550,102,105,113,116,ft,NINETY NINE ISLANDS DAM,SC
NIXS1, 02110777,nan,nan,nan,nan,ft,Nixons Crossroads,SC
NELS1, 02156449,335,340,342,344,ft,Neal Shoals Reservoir,SC
MTLS1, 02157510,22,24,28,30,ft,Lyman,SC
MODS1, 02196000,17,19,29,35,ft,Modoc,SC
MILS1, 02175500,8,9,11,14,ft,Miley,SC
MCTS1, 02172300,10,13,15,18,ft,Monetta,SC
MCHS1, 02146110,12,15,20,25,ft,Rock Hill,SC
MCBS1, 02130900,14,15,18,20,ft,Mcbee,SC
LSRS1, 021677037,13,15,17,28,ft,Saluda,SC
LNGS1, 02110500,nan,nan,nan,nan,ft,Longs,SC
LMIS1, 02171635,nan,nan,nan,nan,ft,Russelville,SC
LIBS1, 02186000,7.5,10,13,16,ft,LIBERTY,SC
LAWS1, 02156300,12,15,17,20,ft,Spartanburg,SC
KINS1, 02136000,11,12,14,16,ft,Kingstree,SC
KGCS1, 02153590,12,13.5,16,28,ft,Blacksburg,SC
JAMS1, 02171700,9,10,17,22,ft,Jamestown,SC
IRMS1, 02168500,359,360,363,365,ft,Lake Murray Dam near Irmo,SC
HWDS1, 02187010,663,665,670,680,ft,Lake Hartwell,SC
HUGS1, 02172035,9,11,13,17,ft,Huger,SC
HTSS1, 02130910,nan,nan,nan,nan,ft,Hartsville,SC
HMPS1, 02176500,11,12,14,15,ft,Hampton,SC
HAGS1, 02110815,nan,nan,nan,nan,ft,Hagley Landing,SC
GVLS1, 02164000,11,12,17,19,ft,Greenville @ I-85,SC
GSLS1, 02162500,8,9.5,13,15,ft,Greenville north of Old Easley Rd,SC
GIVS1, 02175000,9,10,12,15,ft,Givhans Ferry,SC
GILS1, 02169570,6,6.7,10,14,ft,Columbia,SC
GALS1, 02135000,8,9,11,12,ft,Galivants Ferry,SC
GADS1, 02169625,14,15,18,20,ft,Congaree Nat Monument,SC
FISS1, 021473415,19,22,25,29,ft,Highway 5 below York,SC
EFFS1, 02132000,11,14,16,18,ft,Effingham,SC
DUCS1, 02157510,16,17,25,38,ft,Duncan,SC
DTAS1, 02160105,28,30,33,36,ft,Delta,SC
DENS1, 02173000,10,11,13,15,ft,Denmark,SC
CYNG1, 02177000,14,15,20,29,ft,Hwy 76,GA
CTBS1, 02147020,28,58,60,64,ft,Catawba,SC
CSFS1, 02130840,13,14,15,16,ft,Chesterfield,SC
CSCS1, 02110701,nan,nan,nan,nan,ft,Conway,SC
COWS1, 021556525,12,14,16,18,ft,Cowpens,SC
COLS1, 02169500,10,19,24,30,ft,Columbia,SC
CNWS1, 02110704,10,11,12,14,ft,Conway,SC
CMDS1, 02148000,16,27,29,35,ft,Camden,SC
CLYG1, 02198500,10,11,15,20,ft,Clyo,GA
CLRS1, 02196690,15,17,20,22,ft,Clearwater,SC
CHPS1, 02166500,440,nan,nan,nan,ft,Lake Greenwood Dam,SC
CHFS1, 02153551,33,45,50,59,ft,CHEROKEE FALLS,SC
CHDS1, 02194501,334,335,336,338,ft,Lake Thurmond,SC
CHAS1, 02167000,13,14,20,26,ft,Chappells,SC
CCPS1, 02173212,9.5,10,11,16,ft,Thor,SC
CCKS1, 02169672,nan,nan,nan,nan,ft,Gadsden,SC
CARS1, 02156500,29,30,34,36,ft,CARLISLE,SC
CAMS1, 02154790,9,10,12,14,ft,Campobello,SC
BURG1, 021769930,3.5,7,10,15,ft,Burrells Ford,GA
BUCS1, 02110802,nan,nan,nan,nan,ft,Bucksport,SC
BSPN7, 02151500,10,12,14,20,ft,Boiling Springs,NC
BRSS1, 02160325,8.5,10,14,18,ft,Old Spartanburg Rd,SC
BRGS1, 02153500,14,16,21,24,ft,Gaffney,SC
BOWS1, 02174250,nan,nan,nan,nan,nan,Bowman,SC
BMBS1, 02173051,11,16,21,24,ft,Bamberg,SC
BLAS1, 02153200,102,104.8,108,110,ft,GASTON SHOALS DAM,SC
BISS1, 02131500,nan,nan,nan,nan,ft,Bishopville,SC
BFYG1, 02197500,14,15,20,25,ft,Burton&#039;s Ferry,GA
BENS1, 02130561,nan,nan,nan,nan,ft,Bennettsville,SC
BELG1, 02192000,24,26,27,28,ft,Bell,GA
BDMS1, 21459367,8,9,13,15,ft,Rock Hill,SC
BCRS1, 02130980,7,10,15,18,ft,Quinby,SC
BCLS1, 02110400,nan,nan,nan,nan,ft,Longs,SC
BBGS1, 02153200,13,16,22,25,ft,Blacksburg,SC
AWRN7, 02146330,13,14,15,16,ft,Arrowood Rd,NC
ALTS1, 02161000,11.5,20,25,30,ft,Alston,SC
ALIS1, 021457492,12,14,19,22,ft,YORK,SC
ACWS1, 02110550,nan,nan,nan,nan,ft,Conway,SC
YNNS2, 06478513,10,12,14,16,ft,Yankton,SD
YANS2, 06467500,18,20,21,23,ft,Yankton,SD
WWCS2, 06479515,9,10,nan,nan,ft,Watertown,SD
WTWS2, 06436180,8,10,11.5,12,ft,Whitewood,SD
WTRS2, 06479438,9,10,11,12,ft,Watertown,SD
WOGS2, 06446000,17,19,21,23,ft,Oglala,SD
WNWS2, 06436190,5.5,8,12,14,ft,Whitewood,SD
WKPS2, 06354882,9,10,13,16,ft,Wakpala,SD
WKAS2, 06479000,13,14,15.5,17,ft,Wakonda,SD
WHRS2, 06447450,12,14,15,17,ft,White River,SD
WHIS2, 06360500,20,21,23,25,ft,Whitehorse,SD
WEWS2, 06464500,8,11,12,13,ft,Wewala,SD
WESS2, 06471500,13,14,16,19,ft,Westport,SD
WCCS2, 06481497,8,9,11,13,ft,Crooks,SD
WBWS2, 06479512,10,11,14,16,ft,Watertown,SD
WBSS2, 06479500,7,8,10,12,ft,Watertown,SD
WAVS2, 06482000,9,10,12,14,ft,Sioux Falls Western Ave.,SD
WASS2, 06423500,11,14,16,17,ft,Wasta,SD
VTLS2, 06449100,9,11,12,12.5,ft,Vetal,SD
VRPS2, 06478600,10,12,14,16,ft,Parker,SD
VERS2, 06479010,18,21,22,30,ft,Vermillion,SD
VBVS2, 06412250,5.5,6.5,7,8,ft,Victoria Dam nr Rapid City,SD
TDFS2, 06406700,5.5,6.5,7,8,ft,Hill City,SD
SXFS2, 06482020,14,16,18,31,ft,Sioux Falls N. Cliff Avenue,SD
SXCI4, 06485950,29,32,38,41,ft,Sioux City,IA
SUNS2, 06406740,6,7.5,8,8.5,ft,Hill City,SD
SPGS2, 06466700,9,10,12,14,ft,Springfield,SD
SNKS2, 06473700,11.5,11.5,13,16,ft,Ashton,SD
SNDW4, 06429905,nan,nan,nan,nan,ft,Beulah,WY
