#NWS FLOOD STAGES with USGS ID'S
#Tediously Assembled By: Warren Pettee (Github: WEP11, Twitter: @wpettee)
#Probably by no means complete?

NWS ID, USGS ID, Action, Minor, Moderate, Major, Stage Units, Site Name, State
JANI4, 05458500,10,13,15,18,ft,Janesville,IA
IRCI4, 05454000,8,9,nan,nan,ft,Iowa City,IA
IOWI4, 05454500,21,22,23,25,ft,Iowa City,IA
IONI4, 05458000,8,10,13,15,ft,Ionia,IA
IOCI4, 05455100,10.5,12,nan,nan,ft,Iowa City,IA
IDPI4, 05421000,10,12,13,15,ft,Independence,IA
IDNI4, 05486490,19,23,26,28,ft,Indianola,IA
ICLI4, 06817000,21,23,26,29,ft,Clarinda,IA
IACI4, 05455010,6,7,nan,nan,ft,Iowa City,IA
HWDI4, 06483950,17,19,24,27,ft,Hawarden,IA
HUDI4, 05463500,13,14,15,19,ft,Hudson,IA
HRTI4, 05452200,12,nan,nan,nan,ft,Hartwick,IA
HOKI4, 06602020,17,20,22,27,ft,Hornick,IA
HNKI4, 06807410,12,14,19,23,ft,Hancock,IA
HMBI4, 06810000,23,25,27,33,ft,Hamburg,IA
HBTI4, 05476750,7,10,13,14,ft,Humboldt,IA
HAVI4, 05451900,20,nan,nan,nan,ft,Haven,IA
GRMI4, 05481950,11,14,16,17,ft,Grimes,IA
GRBI4, 05412500,14,17,20,23,ft,Garber,IA
GLDI4, 05480820,nan,nan,nan,nan,ft,Goldfield,IA
FODI4, 05480500,9,10.5,16,17,ft,Fort Dodge,IA
FNHI4, 05458900,12,17,18,20,ft,Finchford,IA
FLZI4, 05480080,nan,nan,nan,nan,ft,Fort Dodge,IA
FLNI4, 05418400,11,12,nan,nan,ft,Fulton,IA
ESVI4, 05476500,6,8,13,14.5,ft,Estherville,IA
ENSI4, 06809900,nan,nan,nan,nan,nan,Riverton,IA
EMTI4, 05476590,9,11,13,15,ft,Emmetsburg,IA
EKDI4, 05412020,10,12,16,20,ft,Elkader,IA
EFWI4, 05482500,17,19,21,23,ft,Jefferson,IA
EDRI4, 05411850,10,13,15,17,ft,El Dorado,IA
EBRI4, 05452000,15,nan,nan,nan,ft,Elberon,IA
DYSI4, 05464220,nan,nan,nan,nan,ft,Dysart,IA
DYRI4, 05418110,nan,nan,nan,nan,nan,Dyersville,IA
DVSI4, 06898000,8,12,20,24,ft,Davis City,IA
DOSI4, 05484800,10,14,15,17,ft,Des Moines 63rd St,IA
DMWI4, 05484650,34,36,38,40,ft,Des Moines IA 28,IA
DMOI4, 05482000,19,23,26,30,ft,Des Moines 2nd Ave,IA
DLLI4, 05487980,22,nan,nan,nan,ft,Melcher-Dallas,IA
DKII4, 05422600,11,12,nan,nan,ft,Davenport Kimberly Rd,IA
DFMI4, 05485640,9,12.5,14,16,ft,Des Moines Easton Blvd,IA
DEWI4, 05422000,10,11,11.5,12.5,ft,DeWitt,IA
DESI4, 05485500,20,24,26,30,ft,Des Moines SE 6th St,IA
DEPI4, 05455230,nan,nan,nan,nan,ft,Deep River,IA
DEMI4, 05484900,8,12,16,25,ft,Des Moines Fleur Dr,IA
DEHI4, 05387500,9,12,13,14,ft,Decorah,IA
DCHI4, 05388250,11,14,17,19,ft,Dorchester,IA
DAKI4, 05479000,18,20,24,28,ft,Dakota City,IA
CRRI4, 06606600,17,19,21,23,ft,Correctionville,IA
CRAI4, 05454300,10,11,nan,nan,ft,Coralville,IA
CNEI4, 05465000,12,13,15,16.5,ft,Conesville,IA
CMMI4, 05420500,16,17,18.5,20.5,ft,Camanche,IA
CMCI4, 05454090,nan,nan,nan,nan,ft,Coralville,IA
CLTI4, 05451955,nan,nan,nan,nan,ft,Clutier,IA
CLLI4, 05483349,nan,nan,nan,nan,ft,Carroll,IA
CLKI4, 05460000,nan,nan,nan,nan,ft,Clear Lake,IA
CJTI4, 05465100,18,19,22,23,ft,Columbus Jct,IA
CIDI4, 05464500,10,12,14,16,ft,Cedar Rapids,IA
CHTI4, 06903400,16,19.5,26,29,ft,Chariton,IA
CFXI4, 05471050,15,18,19,21,ft,Colfax,IA
CEDI4, 05463050,85,88,90,93,ft,Cedar Falls,IA
CEBI4, 05464780,nan,nan,nan,nan,ft,Cedar Bluff,IA
CCYI4, 05457700,9,12,15,18,ft,Charles City,IA
BTDI4, 05448400,nan,nan,nan,nan,ft,Britt,IA
BSSI4, 05489000,16,25,30,32,ft,Bussey,IA
BPLI4, 05452500,13,15,nan,nan,ft,Belle Plaine,IA
BOCI4, 06483495,nan,nan,nan,nan,ft,Perkins,IA
BMFI4, 05494300,nan,nan,nan,nan,ft,Bloomfield,IA
BLII4, 05451080,nan,nan,nan,nan,ft,Blairsburg,IA
BLFI4, 05387440,11,14,16,18,ft,Bluffton,IA
BHLI4, 05482315,nan,nan,nan,nan,ft,Lake View,IA
BDFI4, 06819185,19,24,25,26,ft,Bedford,IA
BAYI4, 05483450,13,nan,nan,nan,ft,Bayard,IA
ATCI4, 06809210,15,19,23,24,ft,Atlantic,IA
ANSI4, 05421740,13,14.5,18,21.5,ft,Anamosa Shaw Rd,IA
ANKI4, 05485605,nan,nan,nan,nan,ft,Ankeny NE 86th Ave,IA
AMWI4, 05470500,8,10,14,15.5,ft,Ames Lincoln Way,IA
AMEI4, 05470000,11,12.5,16,16.5,ft,Ames W Riverside Rd,IA
ALTI4, 06600100,10,12,16,18,ft,Alton,IA
ALOI4, 05464000,8.5,13,19,21,ft,Waterloo,IA
AKWI4, 05487470,26,29,30,32,ft,Ackworth,IA
AKRI4, 06485500,14,16,18,20,ft,Akron,IA
AGSI4, 05474000,14,15,17,20,ft,Augusta,IA
AGNI4, 05478265,13,17,18,22,ft,Algona,IA
AESI4, 05471000,19,21.5,23.5,24.5,ft,Ames US 30,IA
ZENK1, 07142575,16,17,18,19,ft,Zenith,KS
WSHK1, 06884200,13,18,19,35,ft,Washington,KS
WRWK1, 06891200,10,15,22,24,ft,Wakarusa,KS
WODK1, 06873460,11,12,16,27,ft,Woodston,KS
WMGK1, 06887500,15,19,26,38,ft,Wamego,KS
WLSK1, 06868100,nan,nan,nan,1554,ft,Wilson Lake,KS
WKCK1, 06879805,nan,nan,nan,nan,ft,Keats,KS
WFDK1, 07147800,16,18,22,29,ft,Winfield,KS
WELK1, 07145700,18,19,23,25,ft,Wellington,KS
WDRK1, 06848500,19,21,24,30,ft,Woodruff,KS
WDBK1, 06878500,12,17,28,40,ft,Woodbine,KS
WCOM7, 07186000,15,19,30,33,ft,Waco,MO
WAAK1, 06866900,11,13,15,17,ft,Wakeeney,KS
TSHK1, 06889630,19,24,28,35,ft,Topeka,KS
TSCK1, 06869500,20,25,29,32,ft,Tescott,KS
TRLK1, 07165900,nan,nan,nan,nan,ft,Toronto Lake,KS
TRCK1, 06860900,nan,nan,nan,nan,ft,Trego Center 9WSW,KS
TPOK1, 06916600,22,27,29,40,ft,Trading Post,KS
TPAK1, 06889000,15,26,27,44,ft,Topeka,KS
TOWK1, 07147070,20,22,25,28,ft,Towanda,KS
TOPK1, 06889500,24,29,34,40,ft,Topeka,KS
TNGK1, 06892000,18,23,30,35,ft,Tonganoxie,KS
SYRK1, 07138000,9,10,12,14,ft,Syracuse,KS
STCK1, 06873100,1907.04,1923.7,nan,1944,ft,Webster,KS
STAK1, 06893080,10,16,18,30,ft,Stanley,KS
SNDK1, 06854500,5,10,13,15,ft,Scandia,KS
SNCK1, 06814000,16,21,23.5,40,ft,Seneca,KS
SLNK1, 06869950,22,24,26,27.4,ft,Salina,KS
SKTK1, 06871500,8,9,12,13.6,ft,Stockton,KS
SIPK1, 06914100,18,23,25,38,ft,Scipio,KS
SGBK1, 06889585,9,15,18.2,23,ft,Topeka Gage Blvd,KS
SEMK1, 07144050,17,19,nan,nan,ft,Sedgwick,KS
SEDK1, 07144100,20,22,25,26,ft,Sedgwick,KS
SCSK1, 06862850,10,11,14,17,ft,Schoenchen,KS
RUSK1, 06867000,16,18,20,23,ft,Russell,KS
RSSK1, 06888700,20,25,29,31,ft,Rossville,KS
RSLK1, 06864000,16,18,20,38,ft,Russell,KS
RDPK1, 06886500,11,16,24,40,ft,Randolph,KS
RDNK1, 06910800,14,19,21,45,ft,Reading,KS
RCNK1, 07141780,26,29,31,33,ft,Nekoma,KS
RCHK1, 06891260,nan,nan,nan,nan,ft,Richland,KS
QNMK1, 06911400,12,17,24.5,40.5,ft,Quenemo,KS
PXCK1, 06888500,16,21,31,33,ft,Paxico,KS
PTIK1, 06872500,13,15,20,25,ft,Portis,KS
PRRK1, 06890898,910,nan,nan,nan,ft,Perry Lake,KS
PPFK1, 07183500,19,21,23,32,ft,Parsons,KS
PMNK1, 06913000,18,20,30,50,ft,Pomona,KS
PLYK1, 07182250,30,32,34,37,ft,Plymouth,KS
PLKK1, 06912490,1003,nan,nan,nan,ft,Pomona Lake,KS
PKVK1, 07179300,nan,nan,nan,nan,ft,Parkerville,KS
PECK1, 07145500,15,17,21,26,ft,Peck,KS
OXFK1, 07145600,15,17,20,23,ft,Oxford,KS
OTWK1, 06913500,26,31,33,45,ft,Ottawa,KS
OSBK1, 06874000,12,14,20,27,ft,Osborne,KS
OPDK1, 06893300,10,14,16,18,ft,Overland Park,KS
OKYK1, 06860000,8,9,11,13,ft,Oakley,KS
OBNK1, 06845000,9,11,14,17,ft,Oberlin,KS
NTDK1, 06847950,nan,2310,2330,2350,ft,Norton Dam #2-DCP,KS
NLSK1, 06876900,19,24,28,34,ft,Niles,KS
NEOK1, 07182390,17,22,23,44,ft,Neosho Rapids,KS
NCRK1, 06845110,16,17,20,22,ft,Norcatur,KS
NCMK1, 06870200,25,27,30,33.1,ft,New Cambria,KS
MWCK1, 06879810,9,14,17,23,ft,Manhattan Scenic Drive,KS
MULK1, 07144570,15,16.5,19,21,ft,Mulvane,KS
MTTK1, 06886900,1130,nan,nan,nan,ft,Tuttle Creek Lake,KS
MTRK1, 06866500,18,20,24,28,ft,Mentor,KS
MSTK1, 06879815,32,nan,nan,nan,ft,Manhattan Seth Childs Rd,KS
MSCK1, 06890100,22,27,28,36,ft,Muscotah,KS
MRYK1, 06882510,30,35,38.2,43,ft,Marysville,KS
MPSK1, 06876440,21,26,30,38,ft,Minneapolis,KS
MNTK1, 06887000,15,19,23,30,ft,Manhattan,KS
MLVK1, 06910997,nan,nan,nan,nan,ft,Melvern Lake,KS
MLFK1, 06857050,1213,nan,nan,nan,ft,Milford Lake,KS
MHKK1, 06879820,14,18,26,42,ft,Manhattan,KS
MDKK1, 07145200,6,8,10,12,ft,Murdock,KS
MCNK1, 07184000,10,12,nan,nan,ft,McCune,KS
MACK1, 07142300,8,9,10,11,ft,Macksville,KS
LYNK1, 07143300,16,18,22,24.7,ft,Lyons,KS
LWRK1, 06891080,15,18,20,29,ft,Lawrence,KS
LOVK1, 06853900,nan,nan,nan,nan,ft,Lovewell Reservoir KS,KS
LOUK1, 06888030,25,30,34,44,ft,Louisville,KS
LNSK1, 06866000,19,21,29,33.9,ft,Lindsborg,KS
LNEK1, 06914500,18,23,24,28.5,ft,Lane,KS
LNDK1, 06911490,5,10,16,24,ft,Lyndon,KS
LISK1, 06888300,22,27,33,43,ft,Louisville,KS
LINK1, 06868850,28,30,36,38.5,ft,Lincoln,KS
LEVK1, 06820475,17,20,24,30,ft,Leavenworth,KS
LDLK1, 06846000,8,9,11,13,ft,Ludell,KS
LCPK1, 06891000,13,17,23.8,38,ft,Lecompton,KS
LCGK1, 06915800,20,25,30,36,ft,La Cygne,KS
LAWK1, 06891500,18,23,25,45,ft,Lawrence,KS
KRWK1, 06871700,1729.25,1737.1,nan,1779,ft,Kirwin Reservoir,KS
KIOK1, 07149000,9,10,12,13,ft,Kiowa,KS
KCKK1, 06892950,29,33,54,55,ft,23rd Street - Kansas City - KS,KS
KANK1, 06865000,nan,nan,nan,1508,ft,Kanopolis Lake,KS
JUCK1, 06879000,17,22,32,44,ft,Junction City,KS
JRLK1, 07182450,1060,nan,nan,nan,ft,John Redmond Lake,KS
JNCK1, 06878600,19,21,35,39,ft,Junction City,KS
JMSK1, 06855800,11,16,19,35,ft,Jamestown,KS
IOLK1, 07183000,13,15,21,27,ft,Iola,KS
IDPK1, 07170500,28,30,47.6,53,ft,Independence,KS
ICLK1, 06893390,17,20,24,27,ft,State Line Rd.,KS
HYSK1, 06863500,17,26,29,32,ft,Hays,KS
HTRK1, 07140885,nan,nan,nan,nan,ft,Horse Thief Reservoir,KS
HTDK1, 07143672,24,25,27,29,ft,Halstead,KS
HTCK1, 07143310,7.5,9.5,10.5,12.5,ft,Hutchinson,KS
HBGK1, 06884025,15,19,19.4,45,ft,Hollenberg,KS
HAVK1, 07143330,8,10,11,12,ft,Haven,KS
GUIN1, 06853020,9,11,14,16,ft,Guide Rock,NE
GTBK1, 07141300,10,12,16,18,ft,Great Bend,KS
GOVK1, 06860500,14,19,21,23,ft,Gove,KS
GLNK1, 06874200,1460,1479.5,1492,1500,ft,Glen Elder Reservoir,KS
GELK1, 06875900,19,21,nan,nan,ft,Glen Elder,KS
GDEK1, 06871000,10,11,16,18,ft,Glade,KS
GCKK1, 07139000,9,10,13,16,ft,Garden City,KS
FTRK1, 06879100,17,21,26,33,ft,Ft. Riley,KS
FTNK1, 06917000,20,22,25,30,ft,Fulton,KS
FSKK1, 06917500,36,38,42,43,ft,Fort Scott,KS
FRNK1, 07169500,15,17,27,36,ft,Fredonia,KS
FRGO2, 07156900,4,5,6,7,ft,Forgan,KS
FLRK1, 07180400,20,22,27,32,ft,Florence,KS
FKFK1, 06885500,14,19,27.5,40.5,ft,Frankfort,KS
ESTK1, 6891850,12,17,18,23,ft,Easton,KS
EREK1, 07183300,27,29,32,36,ft,Erie,KS
ENWK1, 07157500,6,6.5,8,10,ft,Englewood,KS
ENTK1, 06877600,21,26,27,40,ft,Enterprise,KS
EMPK1, 07182260,15,20,24,32,ft,Emporia,KS
ELWK1, 06864500,18,20,24,27,ft,Ellsworth,KS
ELSK1, 06861500,nan,nan,nan,nan,ft,Cedar Bluff Reservoir,KS
EDWK1, 07146800,20,21,22,24,ft,El Dorado,KS
EDRK1, 07146622,nan,nan,nan,nan,ft,El Dorado Lake,KS
ECLK1, 07170050,nan,nan,nan,nan,ft,Elk City Lake,KS
DSOK1, 06892350,22,26,33,36,ft,De Soto,KS
DRBK1, 07144550,10,12,15,16.2,ft,Derby,KS
DMRK1, 06873000,7,8.5,11,14,ft,Webster Reservoir,KS
DELK1, 06889200,24,26,26.5,29.5,ft,Delia,KS
DDCK1, 07139500,10,11,13,15,ft,Dodge City,KS
CYCK1, 06856600,10,15,21,28,ft,Clay Center,KS
CTWK1, 07182000,7,9,11,18,ft,Cottonwood Falls,KS
CSKK1, 07186055,nan,nan,nan,nan,ft,Scammon,KS
COWK1, 07144480,16,18,22,24,ft,Wichita 119th St,KS
COOK1, 07137500,7,8,10,12,ft,Coolidge,KS
CNUK1, 07183200,21,23,28.5,35,ft,Chanute,KS
CNKK1, 06856000,10,15,18,30,ft,Concordia,KS
CNGK1, 07179400,1280,nan,nan,nan,ft,Council Grove Lake,KS
CLNK1, 06847900,9,11,12,14,ft,Clayton 4E,KS
CLIK1, 06891478,900,nan,nan,nan,ft,Clinton Lake,KS
CLDK1, 06856320,9,14,22,36,ft,Clyde,KS
CHTM7, 07185765,8,10,14,20,ft,Carthage,MO
CHPK1, 06878000,14,19,26,37,ft,Chapman,KS
CDBK1, 06846500,14,16,18,20,ft,Cedar Bluffs,KS
CBNK1, 07151500,8,10,19,28,ft,Corbin,KS
BXTK1, 07187600,12,14,22,30,ft,Baxter Springs,MO
BVUK1, 06888350,16,20,28,33,ft,Belvue,KS
BURK1, 06853800,13,15,23,33,ft,Burr Oak,KS
BTTK1, 07140850,27,30,32,34,ft,Burdett,KS
BTMK1, 07157740,nan,nan,nan,nan,ft,Buttermilk 10WSW,KS
BRLK1, 07182510,22,27,40,45,ft,Burlington,KS
BRGK1, 06911900,15,19,nan,nan,ft,Burlingame,KS
BLRK1, 06884700,21,26,52,68,ft,Blue Rapids,KS
BLKO2, 07152000,26,29,30,32,ft,Blackwell,OK
BFFO2, 07157950,8,9,10,12,ft,Buffalo,OK
BETK1, 07141175,15,16,21,25,ft,Burdett,KS
BANK1, 06884400,19,21,23,40,ft,Barnes 4 NE,KS
ATOK1, 07166500,15,19,21,26,ft,Altoona,KS
ATCK1, 06818300,19,22,27,30,ft,Atchison,KS
ARNK1, 06861000,6,7,9,11,ft,Arnold,KS
ARKK1, 07147900,16,18,22,28,ft,Arkansas City,KS
ARCK1, 07146500,9,11,17,21,ft,Arkansas City,KS
AMCK1, 07179730,21,26,27,40,ft,Americus,KS
ALMK1, 07143665,20,22,25,27,ft,Alta Mills,KS
ALEK1, 06877120,10,15,27,33,ft,Abilene,KS
ALBK1, 07141900,22,24,25,25.7,ft,Albert,KS
AGSK1, 07147190,19,21,25,30,ft,Augusta,KS
AGAK1, 07146895,21,23,28,36,ft,Augusta,KS
ADAK1, 06876700,13,18,19,24,ft,Ada,KS
ZTNK2, 03298300,nan,nan,nan,nan,ft,Zoneton,KY
YNTK2, 03289200,nan,nan,nan,nan,ft,Yarnallton,KY
YMCK2, 03410590,nan,nan,nan,nan,ft,Yamacraw,KY
WTNK2, 03280700,nan,nan,nan,nan,ft,Wooton,KY
WLWK2, 03282060,nan,nan,nan,nan,ft,Lock 13 near Willow,KY
WLBK2, 03404000,17,21,27.5,32,ft,Williamsburg,KY
WILW2, 03213700,25,27,32,42.7,ft,Williamson,WV
WHTK2, 03277300,8,10,12,14,ft,Whitesburg,KY
WHMK2, 03310300,nan,nan,nan,nan,ft,White Mills,KY
WDBK2, 03315500,31,33,45,48,ft,Woodbury,KY
VYWK2, 03294570,nan,nan,nan,nan,ft,Valley Station,KY
VLVK2, 03284230,28,nan,nan,nan,ft,Valley View,KY
TYRK2, 03287250,nan,nan,nan,nan,ft,Tyrone,KY
TYGK2, 03217000,15,20,21,22,ft,Greenup,KY
TVLK2, 03295597,592,592,592,592,ft,Taylorsville Lake,KY
TLLK2, 03281000,nan,nan,nan,nan,ft,Tallega,KY
SXTK2, 03403910,nan,nan,nan,nan,ft,Saxton,KY
STMK2, 03293000,nan,nan,nan,nan,ft,St. Matthews,KY
SRKK2, 03250310,nan,nan,nan,nan,ft,Sharkey,KY
SLVK2, 03287000,nan,nan,nan,nan,ft,Salvisa,KY
SHVK2, 03407500,nan,nan,nan,nan,ft,Shopville,KY
SHPK2, 03298500,30,32,35,40,ft,Shepherdsville,KY
SDVK2, 03291000,nan,nan,nan,nan,ft,Sadieville,KY
SAYK2, 03248300,14,17,19,21,ft,Salyersville,KY
RRLK2, 03318500,524,524,524,524,ft,Rough River Lake,KY
RAVK2, 03282120,17,21,25,31,ft,Ravenna,KY
PVYK2, 03297900,nan,nan,nan,nan,ft,Pewee Valley,KY
PVLK2, 03402900,995,1002,1010,1019,ft,Pineville,KY
PTVK2, 03212500,28,35,38,42,ft,Paintsville,KY
PSWK2, 03251980,nan,nan,nan,nan,ft,Paris,KY
PSTK2, 03209800,32,40,43,46,ft,Prestonsburg,KY
PRSK2, 03251900,16,18,22,25,ft,Paris,KY
PRPK2, 03294550,nan,nan,nan,nan,ft,Pleasure Ridge Park,KY
PRDK2, 03316500,378,380,386,400,ft,Paradise,KY
PORO1, 03217200,35,50,57,66,ft,Portsmouth,OH
PNTK2, 032125--,720,731,731,731,ft,Paintsville Lake,KY
PKYK2, 03209500,28,35,42,50,ft,Pikeville,KY
PKMK2, 03289500,8,10,12,14,ft,Peaks Mill,KY
PHYK2, 03207965,nan,nan,nan,nan,ft,Phyllis,KY
PCVK2, 03310400,nan,nan,nan,nan,ft,Priceville,KY
PAHK2, 03611000,32,39,43,52,ft,Paducah,KY
OKLK2, 03301940,nan,nan,nan,nan,ft,Okolona,KY
NOLK2, 03311000,560,560,560,560,ft,Nolin River Lake,KY
NMDI3, 03302220,nan,nan,nan,nan,ft,New Middletown,KY
NJNT1, 03605000,375,378,nan,nan,ft,Johnsonville,TN
MYVK2, 03238000,48,50,58,66,ft,Maysville,KY
MWTK2, 03298200,nan,nan,nan,nan,ft,Mt. Washington,KY
MUDK2, 03300400,nan,nan,nan,nan,ft,Maud,KY
MTOK2, 03251200,nan,nan,nan,nan,ft,Mount Olivet,KY
MTGK2, 03210000,nan,nan,nan,nan,ft,Meta,KY
MTCK2, 03413200,nan,nan,nan,nan,ft,Monticello,KY
MSGK2, 03250190,nan,nan,nan,nan,ft,Highway 713 near Mount Sterling,KY
MNFK2, 03250100,nan,nan,nan,nan,ft,Morehead,KY
MLXK2, 03292494,nan,nan,nan,nan,ft,Louisville Water Tower,KY
MLWK2, 03293510,nan,nan,nan,nan,ft,Mellwood,KY
MLUK2, 03293551,21,23,30,38,ft,McAlpine Upper,KY
MLPK2, 03294500,53,55,65,73,ft,McAlpine Lower,KY
MKLK2, 03277200,49,51,62,74,ft,Markland Lower,KY
MKBK2, 03251500,28,33,40,48,ft,McKinneysburg,KY
MFVK2, 03308500,26,28,50,57,ft,Munfordville,KY
MDOK2, 03302030,nan,nan,nan,nan,ft,Medora,KY
MCKK2, 03305000,nan,nan,nan,nan,ft,McKinney,KY
MCHK2, 03281100,nan,nan,nan,nan,ft,Manchester,KY
LYLK2, 03401000,nan,nan,nan,nan,ft,Loyall,KY
LYDK2, 03292474,nan,nan,nan,nan,ft,Lyndon,KY
LPTK2, 03290500,30,33,43,49,ft,Lockport,KY
LOSK2, 03292550,nan,nan,nan,nan,ft,Germantown,KY
LBJK2, 03301630,nan,nan,nan,nan,ft,Lebanon Junction,KY
KMDK2, 03294600,nan,nan,nan,nan,ft,Kosmosdale,KY
JSBK2, 03284552,nan,nan,nan,nan,ft,Jonesboro,KY
JKNK2, 03280000,23,29,31,40,ft,Jackson,KY
JFTK2, 03298135,nan,nan,nan,nan,ft,Jeffersontown,KY
IROO1, 03216070,50,52,56,60,ft,Ironton,OH
HYSK2, 03253000,nan,nan,nan,nan,ft,Hayes,KY
HSBK2, 03318800,nan,nan,nan,nan,ft,Horse Branch,KY
HLSK2, 03288180,nan,nan,nan,nan,ft,Highlands,KY
HLHK2, 03437480,13,15,17,19,ft,Hopkinsville - 68/80,KY
HLDK2, 03282000,16,20,24,30,ft,Heidelberg,KY
HLBK2, 03437495,16,18,19,20,ft,Hopkinsville - Bypass,KY
HIBK2, 03286500,26,30,36,39,ft,High Bridge Lock,KY
HGVK2, 03310000,nan,nan,nan,nan,ft,Hodgenville,KY
HGRK2, 03282500,nan,nan,nan,nan,ft,Hazel Green,KY
HAZK2, 03277500,16,20,27,33,ft,Hazard,KY
GYNK2, 03216500,19,21,25,28,ft,Grayson,KY
GSTK2, 03290080,nan,nan,nan,nan,ft,Gest,KY
GRLK2, 03306000,713,713,713,713,ft,Green River Lake,KY
GNWK2, 03292475,nan,nan,nan,nan,ft,Glenview,KY
GNUK2, 03216600,52,54,56,62,ft,Lloyd Greenup Lock,KY
GNSK2, 03306500,nan,nan,nan,nan,ft,Greensburg,KY
GNCK2, 03291500,15,18,24,28,ft,Glencoe,KY
GNBK2, 03295400,nan,nan,nan,nan,ft,Glensboro,KY
GEOK2, 03288100,nan,nan,nan,nan,ft,Georgetown,KY
FTSK2, 03289000,nan,nan,nan,nan,ft,Fort Spring,KY
FTLK2, 03207995,790,825,825,825,ft,Fishtrap Lake,KY
FSVK2, 03298000,nan,nan,nan,nan,ft,Fisherville,KY
FRMK2, 03249505,nan,nan,nan,nan,ft,Cave Run Farmers,KY
FRLK2, 03313700,10,nan,nan,nan,ft,Franklin,KY
FODK2, 03284000,24,26,35,40,ft,Ford Lock,KY
FNCK2, 03298150,7.5,nan,nan,nan,ft,Fern Creek,KY
FLRK2, 03215000,45,49,59,64,ft,Fullers Station,KY
FFTK2, 03287500,29,31,35,40,ft,Frankfort Lock,KY
FDLK2, 03302000,nan,nan,nan,nan,ft,Fairdale,KY
ELPK2, 03287590,nan,nan,nan,nan,ft,Eastland Park,KY
ELKK2, 03209300,17,21,22,24,ft,Elkhorn City,KY
EHMK2, 03284533,nan,nan,nan,nan,ft,East Hickman,KY
DUNK2, 03319000,23,25,28,30,ft,Dundee,KY
DNVK2, 03285000,nan,nan,nan,nan,ft,Danville,KY
DLPK2, 03288190,nan,nan,nan,nan,ft,Douglas Park,KY
DIXK2, 03286200,748,750,755,760,ft,Herrington Lake,KY
CYNK2, 03252500,19,20,22,23,ft,Cynthiana,KY
CYCK2, 03283500,13,17,19,23,ft,Clay City,KY
CRMK2, 03282040,nan,nan,nan,nan,ft,Cressmont,KY
CRLK2, 03249498,765,765,765,765,ft,Cave Run Lake,KY
CREK2, 03252300,nan,nan,nan,nan,ft,Carlisle,KY
CPNK2, 03284500,28,30,36,40,ft,Camp Nelson,KY
CORK2, 03404900,nan,nan,nan,nan,ft,Corbin,KY
CNNI3, 03303280,40,42,46,50,ft,Cannelton Lock and Dam,IN
CMBK2, 03400500,9.5,12,14,16,ft,Cumberland,KY
CLBK2, 03307000,nan,nan,nan,nan,ft,Columbia,KY
CHLK2, 03282290,nan,nan,nan,nan,ft,Lock 11 near College Hill,KY
CFTK2, 03293500,nan,nan,nan,nan,ft,Clifton,KY
CFLK2, 03277446,1055,nan,nan,nan,ft,Carr Creek Lake,KY
CCNO1, 03255000,40,52,56,65,ft,Cincinnati,OH
CATK2, 03253500,33,nan,nan,nan,ft,Catawba,KY
CALK2, 03320000,18,23,26,32,ft,Calhoun Lock and Dam,KY
BWGK2, 03314500,26,28,32,45,ft,Bowling Green,KY
BUCK2, 03280800,820,840,840,840,ft,Buckhorn Lake,KY
BTDK2, 03301000,nan,nan,nan,nan,ft,Bardstown,KY
BSNK2, 03301500,33,35,42,45,ft,Boston,KY
BRRK2, 03313000,590,590,590,590,ft,Barren River Lake,KY
BRNK2, 03311500,16,18,32,41,ft,Brownsville,KY
BRCK2, 03295890,nan,nan,nan,nan,ft,Taylorsville,KY
BOOK2, 03281500,21.5,27,32,38,ft,Booneville,KY
BLWK2, 03406500,nan,nan,nan,nan,ft,Billows,KY
BLSK2, 03250500,23,25,42,45,ft,Blue Licks Spring,KY
BLCK2, 03215410,nan,nan,nan,nan,ft,Blaine,KY
BIGT1, 03606500,nan,nan,nan,nan,ft,Bruceton,TN
BBVK2, 03403500,21.5,27,33,38,ft,Barbourville,KY
BAXK2, None,nan,nan,nan,nan,ft,Baxter,KY
ASHK2, 03216000,50,52,56.6,65.5,ft,Ashland,KY
ALVK2, 03314000,22,24,35,42,ft,Alvaton,KY
ABPK2, 03292500,nan,nan,nan,nan,ft,Audubon Park,KY
ZAYL1, 07377750,nan,nan,nan,nan,ft,Zachary,LA
WSWM6, 02492110,nan,nan,nan,nan,ft,Walkiah Bluff near Industrial MS,MS
WILL1, 073745253,nan,nan,nan,nan,ft,Reggio Canal near Wills Point,LA
WGPL1, 07380102,nan,nan,nan,nan,ft,Welsh Gully near Prairieville,LA
WCEL1, 07379050,nan,nan,nan,nan,ft,Ward Creek near Inniswold,LA
WBRL1, 07379000,nan,nan,nan,nan,ft,Ward Creek at Government St.,LA
WBHL1, 07377780,nan,nan,nan,nan,ft,Zachary,LA
VRPL1, 07386980,8,9,10,11,ft,Perry,LA
VRLL1, 07386850,10,11,13,14,ft,Lake Martin Road,LA
VNCL1, 07374550,nan,nan,nan,nan,ft,Venice,LA
VLSL1, 07386880,10,10,14,16,ft,Lafayette - Surrey Street,LA
TDGL1, 07369500,24,25,26,27,ft,Tendal,LA
TBLL1, 07381000,nan,nan,nan,nan,ft,Thibodaux,LA
SVPL1, 07348500,26,30,31.5,33,ft,Shreveport,LA
SRRL1, 07381450,nan,nan,nan,nan,ft,Bayou Sorrel,LA
SPHL1, 07348700,10.5,11,18,21,ft,Springhill,LA
